"id","scan_time","pages","count_broken_link","mobile","count_images","count_alt_image","hl1","hl2","hl3","count_flash","count_script","count_frame","count_iframe","count_in_linked","count_out_linked","google","SNSuse","server"
"364","25.513005256652832","111","0","1","489","300","2","208","12","0","595","0","96","120","19","521","0","Apache"
"365","20.033039331436157","53","0","0","344","266","194","115","93","0","594","0","0","67","0","3490","0","Apache"
"367","14.376157999038696","77","0","0","1043","55","61","0","0","0","429","0","33","123","2","146","0","nginx"
"368","6.568962812423706","31","0","0","156","88","28","27","27","28","536","2","43","31","0","34","0","Apache"
"369","19.05826687812805","113","0","0","937","268","0","0","0","0","496","4","1","113","3","79","0","Microsoft-IIS/7.5"
"370","7.216466903686523","14","0","1","140","52","0","0","281","0","68","0","0","14","0","2540","0","Microsoft-IIS/8.5"
"371","6.994269132614136","14","0","1","140","52","0","0","281","0","68","0","0","14","0","2580","0","Microsoft-IIS/8.5"
"372","7.234583377838135","14","0","1","140","52","0","0","281","0","68","0","0","14","0","2580","0","Microsoft-IIS/8.5"
"373","45.68341279029846","145","4","0","12846","3691","122","86","39","131","1294","2","0","145","11","795","0","Microsoft-IIS/6.0"
"374","300.4324939250946","115","0","1","395","19","302","1","3","0","2421","0","56","115","4","96","0","nginx"
"375","11.977396488189697","23","0","1","100","17","2","6","1","0","370","0","0","23","238","5","1","nginx"
"376","16.894347429275513","88","0","1","767","165","83","93","389","0","647","0","27","88","8","104","0","Apache"
"378","31.525628089904785","192","0","1","415","347","210","701","114","0","414","0","1","251","12","941","0","Microsoft-IIS/7.5"
"379","98.42305088043213","183","0","0","2365","902","168","0","0","0","939","0","21","197","6","1530","0","Apache/1.3.33 (Unix) mod_throttle/3.1.2 PHP/4.3.11"
"380","40.695520877838135","183","0","0","2365","902","168","0","0","0","939","0","21","197","6","1530","0","Apache/1.3.33 (Unix) mod_throttle/3.1.2 PHP/4.3.11"
"381","40.169758796691895","183","0","0","2365","902","168","0","0","0","939","0","21","197","6","1530","0","Microsoft-IIS/5.0"
"382","208.70104932785034","783","47","1","4043","2054","480","648","1705","0","5713","0","133","815","4","2130","1","Microsoft-IIS/8.5"
"383","16.484715938568115","93","22","0","1009","0","0","0","0","156","849","4","34","283","1","92","0","Hanbiro Server Centre(Powered by NetBSD)"
"384","4.441850900650024","16","0","1","127","15","0","0","0","0","242","0","1","15","1","0","0","Apache"
"385","27.314186811447144","119","0","1","780","98","87","0","85","0","422","1","2","119","7","90","0","Apache/2.2.2 (Unix) mod_ssl/2.2.2 OpenSSL/0.9.8i DAV/2 PHP/5.2.4"
"389","85.0570559501648","57","0","1","326","320","3","6","2","0","67","0","52","57","28","26200","1","cloudflare"
"390","6.273738861083984","8","1","1","2","0","14","0","3","0","90","0","0","8","5","0","0","Apache"
"391","2028.2823519706726","73","0","1","925","205","0","530","0","0","925","0","0","73","8","71","0","Apache/2.2.24 (Unix) mod_ssl/2.2.24 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.16"
"392","27.271260499954224","262","1","1","2018","752","211","132","75","0","1059","0","3","262","24","123","0","Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.17"
"393","25.7681622505188","80","1","0","644","14","45","0","0","16","444","2","5","83","4","56","0","Microsoft-IIS/7.5"
"394","6.593135356903076","47","0","1","592","0","3","3","0","87","22","0","0","47","0","202","0","Microsoft-IIS/10.0"
"395","29.53386664390564","26","0","1","95","52","24","9","6","0","272","0","5","25","1","0","0","nginx"
"396","10.398934364318848","49","1","0","498","379","0","3","0","0","236","0","32","70","0","98","0","nginx"
"397","9.83538007736206","49","1","0","498","379","0","3","0","0","236","0","32","70","0","99","0","nginx"
"398","9.572117805480957","49","1","0","498","379","0","3","0","0","236","0","32","70","0","99","0","nginx"
"401","8.026687860488892","27","0","0","146","5","45","11","0","0","200","0","1","27","0","25","0","nginx"
"402","16.28089666366577","53","0","1","482","294","51","52","8","0","1101","0","120","90","0","6","0","Microsoft-IIS/5.0"
"404","7.14348578453064","49","0","0","606","16","48","140","173","0","97","0","13","49","0","114","0","nginx"
"405","5.293405771255493","36","0","0","513","78","0","0","0","104","220","4","0","47","72","665","0","Microsoft-IIS/7.5"
"406","375.80824398994446","980","26","1","3813","1709","547","548","973","0","2968","3","25","1388","10","4170","0","Microsoft-IIS/10.0"
"413","10.213109016418457","54","0","1","341","259","73","20","37","0","631","0","4","54","3","125","0","Apache/2.4.10 (Unix) OpenSSL/1.0.1e-fips PHP/5.2.17"
"414","10.15340256690979","54","0","1","341","259","73","20","37","0","631","0","4","54","3","125","0","Apache/2.4.10 (Unix) OpenSSL/1.0.1e-fips PHP/5.2.17"
"415","98.4384994506836","76","0","0","1975","1508","135","77","2","0","396","0","0","75","2","359","0","Microsoft-IIS/7.5"
"416","5.630813360214233","42","2","1","124","23","4","98","82","0","425","0","1","52","1","5","0","nginx"
"417","7.00679087638855","9","1","1","12","0","18","0","9","0","120","0","0","9","4","0","0","Apache"
"418","4.344265937805176","8","0","1","2","1","7","11","2","0","23","0","0","8","46","0","0","Microsoft-IIS/5.0"
"419","8.201530933380127","44","1","1","152","152","41","2","73","0","442","0","0","44","0","21","0","Microsoft-IIS/5.0"
"421","115.33462691307068","124","0","1","659","523","116","119","185","0","671","0","2","178","3","1050","0","Apache/2.4.46 (Win64) OpenSSL/1.1.1g PHP/7.4.11"
"422","22.122515439987183","146","0","0","2124","2027","0","68","75","0","395","0","62","145","2","655","1","Apache"
"423","10.854366064071655","24","3","0","148","63","0","13","8","0","282","0","2","86","0","730","0","nginx"
"425","7.371261119842529","20","0","1","49","11","0","0","11","0","215","0","2","19","0","9","0","nginx"
"426","3.587491750717163","25","0","1","112","41","21","90","9","0","252","0","2","158","0","228","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 PHP/5.6.31"
"427","3.2552194595336914","28","8","0","157","115","20","0","0","0","250","0","0","28","1","1900","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/1.0.1e-fips DAV/2 mod_jk/1.2.30 PHP/5.2.17"
"428","2.561814546585083","22","0","0","295","0","0","0","0","0","32","6","11","22","3","21","0","Apache"
"429","2.364100217819214","22","0","0","295","0","0","0","0","0","32","6","11","22","3","21","0","Apache"
"430","3.3615434169769287","22","0","0","295","0","0","0","0","0","32","6","11","22","3","21","0","Apache"
"431","408.6215994358063","86","2","1","4400","3806","1","80","11","2","1046","0","3","149","21","1250","0","Apache/2.4.25 (Unix) PHP/5.3.24"
"432","19.164677619934082","87","0","0","834","482","226","86","18","0","887","0","85","86","4","72","0",""
"433","15.723684787750244","87","0","0","834","482","226","86","18","0","887","0","85","86","4","72","0",""
"434","11.143921613693237","50","2","1","74","4","41","205","141","0","200","0","2","51","24","97","0",""
"435","7.20813250541687","64","8","0","1043","236","0","0","0","0","37","0","0","64","15","117","0",\N
"436","13.924422979354858","62","0","1","1339","926","59","365","557","0","1067","0","10","430","0","107","0","nginx"
"437","53.70131707191467","39","0","1","71","41","56","35","13","0","318","0","1","51","86","772","0","Apache/2.4.46 (Win64) PHP/7.4.13"
"438","21.538124322891235","9","2","1","16","16","8","0","5","0","123","0","0","8","0","0","0","Squarespace"
"439","429.50886726379395","188","2","1","1539","1210","0","0","276","0","1319","0","0","307","20","573","0","Apache"
"440","13.016690969467163","56","0","1","308","99","138","219","43","0","611","0","2","79","0","51","0","nginx"
"442","9.308573246002197","65","0","1","288","256","75","100","80","0","776","1","4","65","0","2","0","Apache/2.2.15 (CentOS)"
"443","3.3939170837402344","4","1","0","1","0","0","0","0","0","2","6","2","4","1","6","0",\N
"444","2.2345845699310303","10","0","0","140","140","0","0","0","0","93","0","10","9","0","4","0","nginx"
"445","85.54441404342651","259","32","1","3215","1378","0","695","147","0","2880","0","0","553","2","129","0","nginx"
"448","33.47273087501526","180","6","1","1005","275","55","24","72","0","585","0","6","180","27","267","0","Microsoft-IIS/8.5"
"451","14.915165662765503","77","2","1","413","51","104","51","0","0","461","0","16","110","0","335","0","Apache"
"452","6.7931272983551025","30","0","0","257","0","1","9","2","61","391","0","29","43","0","125","0","nginx"
"454","39.16140580177307","28","2","1","206","200","24","38","5","0","300","0","2","28","68","145","0","PWS/8.3.1.0.8"
"455","261.1058442592621","529","12","1","2706","1274","418","450","853","0","2418","0","31","614","4","1620","0","nginx/1.12.2"
"456","19.06470513343811","65","0","0","4087","3903","61","112","97","2","781","0","0","657","1","907","0","Microsoft-IIS/5.0"
"458","7.510577201843262","27","0","1","174","0","31","6","21","0","677","0","8","83","1","839","0","nginx"
"459","0.7638986110687256","5","0","0","44","2","0","3","6","8","21","0","0","5","0","168","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.14"
"463","14.770687818527222","47","0","1","535","16","0","38","81","4","357","0","10","64","13","173","0","Apache"
"464","16.077195167541504","47","0","1","535","16","0","38","81","4","357","0","10","64","13","173","0","Apache/1.3.33 (Unix) mod_throttle/3.1.2"
"465","468.16199231147766","25","0","0","533","406","0","0","0","0","228","0","0","25","17","64","0","Apache"
"467","9.170893669128418","55","0","0","3494","2586","110","367","314","0","418","0","1","56","11","151","0","Apache"
"468","21.817463159561157","100","0","1","1091","431","114","61","456","0","985","0","6","162","37","489","0","nginx"
"469","20.971580982208252","100","0","1","1091","431","114","61","456","0","985","0","6","162","37","489","0","nginx"
"470","29.356082439422607","171","6","0","2388","953","0","0","0","411","958","3","4","174","1","240","0","Apache/2.2.3 (CentOS)"
"471","70.69877338409424","100","0","1","107","59","52","37","0","0","1831","0","77","187","3","130","1","nginx"
"474","1180.614563703537","256","1","1","2295","1275","0","0","0","0","2040","0","0","255","5","8710","1","Microsoft-IIS/10.0"
"476","13.364221096038818","51","1","0","589","272","47","46","0","52","829","2","78","95","2","117","0","Apache"
"477","0.7637615203857422","9","0","0","40","0","0","0","0","25","43","2","0","9","1","177","0","Microsoft-IIS/5.0"
"478","0.9127719402313232","9","0","0","40","0","0","0","0","25","43","2","0","9","1","177","0","Microsoft-IIS/5.0"
"479","0.8969192504882812","9","0","0","40","0","0","0","0","25","43","2","0","9","1","177","0","Microsoft-IIS/5.0"
"481","21.444884777069092","52","0","0","258","148","68","60","24","0","734","0","0","236","0","22","0","Apache"
"486","4.41847825050354","13","0","1","96","0","0","0","55","0","286","0","0","13","9","216","0","Apache"
"488","4.394256353378296","33","1","1","727","574","43","0","0","0","252","2","13","33","3","20","0","nginx"
"489","4.052154779434204","33","1","1","727","574","43","0","0","0","252","2","13","33","3","20","0","nginx"
"490","529.1122605800629","257","8","1","864","551","267","17","51","0","4273","0","0","286","3","559","1","Apache"
"493","16.787569522857666","123","0","1","803","3","1","1","0","0","627","0","2","122","4","289","0","nginx"
"494","5.278604745864868","32","3","1","101","49","56","71","2","0","437","0","0","56","0","0","0","nginx"
"498","29.344730377197266","42","2","0","895","0","0","0","0","78","465","0","0","42","6","30","0","nginx"
"499","7.411489009857178","28","0","1","236","204","55","29","34","0","361","0","1","170","19","31","0","Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.4.16"
"500","3.8555819988250732","20","0","0","257","3","0","0","0","32","78","0","11","20","7","318","0","Microsoft-IIS/10.0"
"501","17.90316677093506","129","28","1","175","118","61","285","85","0","735","0","0","302","5","820","0","nginx"
"502","16.79854106903076","129","28","1","175","118","61","285","85","0","735","0","0","302","5","820","0","nginx"
"503","18.886526107788086","92","2","0","3882","3849","139","84","12","0","879","0","1","157","9","801","0",\N
"504","4.024301052093506","36","0","0","513","78","0","0","0","104","220","4","0","47","72","494","0","Microsoft-IIS/7.5"
"505","2.9413836002349854","17","0","0","210","0","0","0","0","56","41","0","10","17","6","323","0","Apache"
"506","116.24395275115967","336","3","0","8433","8304","139","128","272","1","1175","0","4","337","122","6070","1",\N
"507","49.82207155227661","122","1","0","3372","3331","60","60","122","1","495","0","1","122","78","13500","1",\N
"508","19.36927080154419","47","5","1","268","48","126","93","91","0","388","0","0","46","0","430","0","N/A"
"509","2.896373987197876","10","0","1","14","0","1","10","2","0","50","0","0","10","2","597","0",""
"511","8.413404941558838","61","5","0","786","670","47","287","47","0","411","0","0","101","25","4080","0","Apache/2.2.27 (Unix) DAV/2 PHP/5.2.17"
"513","3.775493860244751","37","0","0","220","0","0","0","0","0","5","8","0","37","14","31","0","Apache/1.3.41 (Unix) mod_throttle/3.1.2 PHP/4.4.9"
"516","10.683455467224121","36","0","0","719","23","0","0","0","153","334","0","25","220","112","93","1","nginx"
"518","12.884260892868042","83","0","0","2314","620","0","0","0","172","847","0","82","261","4","730","0","nginx"
"520","4.91627311706543","11","1","0","0","0","0","0","0","0","55","0","0","11","5","24600","0","BigIP"
"521","30.74429440498352","86","1","1","107","90","4","0","3","0","1346","0","0","213","12","266000","1","Apache/2.4.27 (Unix) OpenSSL/1.0.1e-fips PHP/5.6.30"
"523","16.515975952148438","55","0","1","163","140","69","62","38","0","834","0","0","58","30","3290","0","Apache"
"526","9.783711194992065","58","1","0","1775","1411","23","23","0","43","541","0","53","239","10","91","0","Apache"
"527","5.088842868804932","58","1","0","1775","1411","23","23","0","43","541","0","53","239","10","91","0","Apache"
"528","8.62473440170288","5","0","1","11","9","0","0","0","0","101","0","0","4","12","27","0","nginx"
"529","5.440320253372192","37","1","0","429","35","0","0","0","66","452","0","30","52","0","280","0","nginx"
"530","5.02539587020874","37","0","1","225","149","24","91","13","0","378","0","0","132","4","126","0","Apache"
"531","11.875645637512207","106","0","1","141","0","4","29","45","0","293","0","3","112","39","209","1","Apache"
"535","330.7683696746826","429","14","0","1401","1292","300","365","303","0","2016","0","0","1041","175","7010","1",\N
